study,site,sample_year,sample_month,latitude,longitude,sample_unit_size_sq_m,sasdate,max_depth,mean_depth,min_depth,biomass_kg_wet_per_sq_m,stipe_density_num_per_sq_m,individual_density_num_per_sq_m,percent_cover,has_bm,has_sd,has_id,has_pc,use_which,focalKelp,focalUnit,geometry,ecoregion,province,realm,focal_std_by_ecoregion,focal_std_by_province,focal_std_by_realm,focal_std_by_all,ln_focal_std_by_ecoregion,ln_focal_std_by_province,ln_focal_std_by_realm,ln_focal_std_by_all,date,month,year,year_f,year_c,trajectory,n_per_trajectory
keen_one,NE Appledore,2014,7,42.991632256,-70.61186197675,1,2014-07-19,9.8,8.585,7.42,0.15614045237742785,7.916666666666657,7.916666666666657,30.416666666666664,40,54,54,46,2,7.916666666666657,stipe_density,"c(-70.61186197675, 42.991632256)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.16090849485290368,0.011418269230769216,0.011418269230769216,0.011418269230769216,-1.7666269835253918,-3.843511018778546,-3.843511018778546,-3.843511018778546,2014-07-19,7,2014,2014,3.44705641864266,keen_one NE Appledore,5
keen_one,NE Appledore,2016,8,42.99246,-70.61149,1,2016-08-08,8.675,7.642559523809525,6.66666666666667,0.12038411958464224,5.249999999999998,5.249999999999998,33.75,40,54,54,46,2,5.249999999999998,stipe_density,"c(-70.61149, 42.99246)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.10670773869192568,0.007572115384615382,0.007572115384615382,0.007572115384615382,-2.1480824291896248,-4.041441986499576,-4.041441986499576,-4.041441986499576,2016-08-08,8,2016,2016,5.44705641864266,keen_one NE Appledore,5
keen_one,NE Appledore,2017,8,42.9915875,-70.6116425,1,2017-08-15,10.2,8.039583333333335,6.66666666666667,0.35087585351261547,9.583333333333323,9.583333333333323,39.375,40,54,54,46,2,9.583333333333323,stipe_density,"c(-70.6116425, 42.9915875)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.194783967453515,0.01382211538461537,0.01382211538461537,0.01382211538461537,-1.5857996727995138,-3.7371409119193673,-3.7371409119193673,-3.7371409119193673,2017-08-15,8,2017,2017,6.44705641864266,keen_one NE Appledore,5
keen_one,NE Appledore,2019,8,42.99176,-70.61191833333334,1,2019-08-14,9999,3338.6755555555555,8.46666666666667,0.0871238204534435,2.1666666666666665,2.1666666666666665,10,40,54,54,46,2,2.1666666666666665,stipe_density,"c(-70.6119183333333, 42.99176)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.04403811438079474,0.0031249999999999997,0.0031249999999999997,0.0031249999999999997,-2.918065659526399,-4.33323647050445,-4.33323647050445,-4.33323647050445,2019-08-14,8,2019,2019,8.44705641864266,keen_one NE Appledore,5
keen_one,NE Appledore,2021,8,42.75982966666667,-70.61122666666667,1,2021-08-03,8.96666666666667,8.429166666666667,7.9875,0.1655356160014395,8.555555555555559,8.555555555555559,46.25,40,54,54,46,2,8.555555555555559,stipe_density,"c(-70.6112266666667, 42.7598296666667)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.17389409268313827,0.012339743589743594,0.012339743589743594,0.012339743589743594,-1.6933952703285906,-3.8013879630370497,-3.8013879630370497,-3.8013879630370497,2021-08-03,8,2021,2021,10.44705641864266,keen_one NE Appledore,5
keen_one,NW Appledore,2014,7,42.99142674375,-70.61731274774999,1,2014-07-19,11.4,9.366666666666667,7.7,0.11701352398107229,4.416666666666668,4.416666666666668,25,40,54,54,46,2,4.416666666666668,stipe_density,"c(-70.61731274775, 42.99142674375)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.08977000239162007,0.006370192307692309,0.006370192307692309,0.006370192307692309,-2.3048877180853866,-4.112293140099842,-4.112293140099842,-4.112293140099842,2014-07-19,7,2014,2014,3.44705641864266,keen_one NW Appledore,6
keen_one,NW Appledore,2015,8,42.99129218095907,-70.61768325045699,1,2015-08-10,9.6,8.245,7.18,0.14817945703151517,4.375,4.375,34.583333333333336,40,54,54,46,2,4.375,stipe_density,"c(-70.617683250457, 42.9912921809591)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.08892311557660476,0.006310096153846153,0.006310096153846153,0.006310096153846153,-2.3134123409029024,-4.115970966974431,-4.115970966974431,-4.115970966974431,2015-08-10,8,2015,2015,4.44705641864266,keen_one NW Appledore,6
keen_one,NW Appledore,2016,8,42.99083375,-70.617755,1,2016-08-10,8.33333333333333,7.987179487179487,7.45,0.1405748453504605,4.083333333333335,4.083333333333335,31.25,40,54,54,46,2,4.083333333333335,stipe_density,"c(-70.617755, 42.99083375)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.08299490787149781,0.0058894230769230786,0.0058894230769230786,0.0058894230769230786,-2.375210541397856,-4.142101606397668,-4.142101606397668,-4.142101606397668,2016-08-10,8,2016,2016,5.44705641864266,keen_one NW Appledore,6
keen_one,NW Appledore,2017,8,42.99143333333333,-70.61754666666667,1,2017-08-15,11.1,9.175757575757576,7.52727272727273,0.1453997237165185,5.277777777777779,5.277777777777779,30,40,54,54,46,2,5.277777777777779,stipe_density,"c(-70.6175466666667, 42.9914333333333)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.10727232990193593,0.007612179487179488,0.007612179487179488,0.007612179487179488,-2.143256442863635,-4.039164599953898,-4.039164599953898,-4.039164599953898,2017-08-15,8,2017,2017,6.44705641864266,keen_one NW Appledore,6
keen_one,NW Appledore,2018,8,42.991969999999995,-70.617005,1,2018-08-29,14.9,12.25,9.6,0.08974801534630905,3.6666666666666714,3.6666666666666714,22.5,40,54,54,46,2,3.6666666666666714,stipe_density,"c(-70.617005, 42.99197)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.07452603972134504,0.005288461538461545,0.005288461538461545,0.005288461538461545,-2.470695629708502,-4.180656882909232,-4.180656882909232,-4.180656882909232,2018-08-29,8,2018,2018,7.44705641864266,keen_one NW Appledore,6
keen_one,NW Appledore,2021,8,42.99187333333333,-70.61721333333334,1,2021-08-04,10.1,8.722222222222223,6.66666666666667,0.0612780201787055,2.9999999999999987,2.9999999999999987,28.75,40,54,54,46,2,2.9999999999999987,stipe_density,"c(-70.6172133333333, 42.9918733333333)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.06097585068110038,0.0043269230769230746,0.0043269230769230746,0.0043269230769230746,-2.6454155910506834,-4.245614779184005,-4.245614779184005,-4.245614779184005,2021-08-04,8,2021,2021,10.44705641864266,keen_one NW Appledore,6
keen_one,Nahant,2015,8,42.41847,-70.9049875,1,2015-08-11,7.85,6,4.57,NA,6.375000000000002,6.375000000000002,16.875,40,54,54,46,2,6.375000000000002,stipe_density,"c(-70.9049875, 42.41847)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.1295736826973384,0.00919471153846154,0.00919471153846154,0.00919471153846154,-1.9691626257859132,-3.9531204785942875,-3.9531204785942875,-3.9531204785942875,2015-08-11,8,2015,2015,4.44705641864266,keen_one Nahant,5
keen_one,Nahant,2016,8,42.42091,-70.90651,1,2016-08-16,7.42,7.0649999999999995,6.71,NA,4.583333333333335,4.583333333333335,26.875,40,54,54,46,2,4.583333333333335,stipe_density,"c(-70.90651, 42.42091)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.09315754965168122,0.006610576923076925,0.006610576923076925,0.006610576923076925,-2.2714978511429043,-4.097715622481685,-4.097715622481685,-4.097715622481685,2016-08-16,8,2016,2016,5.44705641864266,keen_one Nahant,5
keen_one,Nahant,2017,7,42.418383250000005,-70.90703500000001,1,2017-07-21,5.52,4.882499999999999,3.6,NA,6.374999999999999,6.374999999999999,37.083333333333336,40,54,54,46,2,6.374999999999999,stipe_density,"c(-70.907035, 42.41838325)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.12957368269733835,0.009194711538461537,0.009194711538461537,0.009194711538461537,-1.9691626257859136,-3.9531204785942875,-3.9531204785942875,-3.9531204785942875,2017-07-21,7,2017,2017,6.44705641864266,keen_one Nahant,5
keen_one,Nahant,2018,6,42.4185225,-70.9068875,1,2018-06-14,7.2,5.475,3.1,0.1583998569135698,3.458333333333331,3.458333333333331,30.416666666666668,40,54,54,46,2,3.458333333333331,stipe_density,"c(-70.9068875, 42.4185225)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.07029160564626848,0.004987980769230765,0.004987980769230765,0.004987980769230765,-2.5220902009002066,-4.200506681129264,-4.200506681129264,-4.200506681129264,2018-06-14,6,2018,2018,7.44705641864266,keen_one Nahant,5
keen_one,Nahant,2019,7,42.41904,-70.90697,1,2019-07-29,9999,9999,9999,0.1391875434962229,5.50000000000001,5.50000000000001,10,40,54,54,46,2,5.50000000000001,stipe_density,"c(-70.90697, 42.41904)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.11178905958201761,0.007932692307692321,0.007932692307692321,0.007932692307692321,-2.1054647505483874,-4.021129846045593,-4.021129846045593,-4.021129846045593,2019-07-29,7,2019,2019,8.44705641864266,keen_one Nahant,5
keen_one,SW Appledore,2014,7,42.98519099375,-70.61918451225,1,2014-07-18,8.85,8.575,8.4,0.10801183333129119,2.333333333333333,2.333333333333333,11.25,40,54,54,46,2,2.333333333333333,stipe_density,"c(-70.61918451225, 42.98519099375)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.04742566164085587,0.0033653846153846147,0.0033653846153846147,0.0033653846153846147,-2.857264008647389,-4.315087151998772,-4.315087151998772,-4.315087151998772,2014-07-18,7,2014,2014,3.44705641864266,keen_one SW Appledore,6
keen_one,SW Appledore,2015,8,42.985115870833354,-70.61905649956316,1,2015-08-12,10.4,9.0875,7.775,0.0824422651529927,2,2,15,40,54,54,46,2,2,stipe_density,"c(-70.6190564995632, 42.9851158708334)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.04065056712073361,0.0028846153846153843,0.0028846153846153843,0.0028846153846153843,-2.982804851494579,-4.351721285178552,-4.351721285178552,-4.351721285178552,2015-08-12,8,2015,2015,4.44705641864266,keen_one SW Appledore,6
keen_one,SW Appledore,2016,8,42.98634833333333,-70.61931,1,2016-08-10,8.31538461538462,6.545128205128206,5.52,0.02545804669295265,1.000000000000001,1.000000000000001,6.25,40,54,54,46,2,1.000000000000001,stipe_density,"c(-70.61931, 42.9863483333333)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.020325283560366825,0.001442307692307694,0.001442307692307694,0.001442307692307694,-3.4957734734829025,-4.470437592017935,-4.470437592017935,-4.470437592017935,2016-08-10,8,2016,2016,5.44705641864266,keen_one SW Appledore,6
keen_one,SW Appledore,2017,8,42.9850775,-70.6190675,1,2017-08-16,7.85,7.095,5.83333333333333,0.046371900405041674,2.9166666666666656,2.9166666666666656,9.583333333333334,40,54,54,46,2,2.9166666666666656,stipe_density,"c(-70.6190675, 42.9850775)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.059282077051069824,0.004206730769230767,0.004206730769230767,0.004206730769230767,-2.6695690346480654,-4.254039428843257,-4.254039428843257,-4.254039428843257,2017-08-16,8,2017,2017,6.44705641864266,keen_one SW Appledore,6
keen_one,SW Appledore,2019,8,42.98476,-70.61877000000001,1,2019-08-14,7.7,7.1,6.5,0.0105415995208966,0.75,0.75,8.75,40,54,54,46,2,0.75,stipe_density,"c(-70.61877, 42.98476)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.015243962670275103,0.001081730769230769,0.001081730769230769,0.001081730769230769,-3.6791682540175716,-4.5024574032527065,-4.5024574032527065,-4.5024574032527065,2019-08-14,8,2019,2019,8.44705641864266,keen_one SW Appledore,6
keen_one,SW Appledore,2021,8,42.984505,-70.61845500000001,1,2021-08-02,7.45,6.625,5.8,0.03823893160316208,2.0000000000000018,2.0000000000000018,8.75,40,54,54,46,2,2.0000000000000018,stipe_density,"c(-70.618455, 42.984505)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.040650567120733644,0.002884615384615387,0.002884615384615387,0.002884615384615387,-2.982804851494578,-4.351721285178552,-4.351721285178552,-4.351721285178552,2021-08-02,8,2021,2021,10.44705641864266,keen_one SW Appledore,6
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1985,9,41.30302,-72.086122,0.25,1985-09-15,4,4,4,10,40,40,NA,16,22,22,0,2,40,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.05769230769230769,0.05769230769230769,0.05769230769230769,0.05769230769230769,-2.6927827289714217,-2.6927827289714217,-2.6927827289714217,-2.6927827289714217,1985-09-15,9,1985,1985,-25.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1985,10,41.30302,-72.086122,0.25,1985-10-15,4,4,4,9,35,35,NA,16,22,22,0,2,35,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.050480769230769225,0.050480769230769225,0.050480769230769225,0.050480769230769225,-2.8054298284290238,-2.8054298284290238,-2.8054298284290238,-2.8054298284290238,1985-10-15,10,1985,1985,-25.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1985,11,41.30302,-72.086122,0.25,1985-11-15,4,4,4,8,34,34,NA,16,22,22,0,2,34,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.04903846153846154,0.04903846153846154,0.04903846153846154,0.04903846153846154,-2.8295661569823216,-2.8295661569823216,-2.8295661569823216,-2.8295661569823216,1985-11-15,11,1985,1985,-25.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1985,12,41.30302,-72.086122,0.25,1985-12-15,4,4,4,5.5,30,30,NA,16,22,22,0,2,30,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.04326923076923077,0.04326923076923077,0.04326923076923077,0.04326923076923077,-2.9323963983821804,-2.9323963983821804,-2.9323963983821804,-2.9323963983821804,1985-12-15,12,1985,1985,-25.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,1,41.30302,-72.086122,0.25,1986-01-15,4,4,4,3,31,31,NA,16,22,22,0,2,31,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.04471153846153846,0.04471153846153846,0.04471153846153846,0.04471153846153846,-2.905680651003133,-2.905680651003133,-2.905680651003133,-2.905680651003133,1986-01-15,1,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,2,41.30302,-72.086122,0.25,1986-02-15,4,4,4,5,39,39,NA,16,22,22,0,2,39,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.056249999999999994,0.056249999999999994,0.056249999999999994,0.056249999999999994,-2.7143198141158056,-2.7143198141158056,-2.7143198141158056,-2.7143198141158056,1986-02-15,2,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,3,41.30302,-72.086122,0.25,1986-03-15,4,4,4,4,22,22,NA,16,22,22,0,2,22,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.03173076923076923,0.03173076923076923,0.03173076923076923,0.03173076923076923,-3.176516551029059,-3.176516551029059,-3.176516551029059,-3.176516551029059,1986-03-15,3,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,4,41.30302,-72.086122,0.25,1986-04-15,4,4,4,12,100,100,NA,16,22,22,0,2,100,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.14423076923076922,0.14423076923076922,0.14423076923076922,0.14423076923076922,-1.8693052967030042,-1.8693052967030042,-1.8693052967030042,-1.8693052967030042,1986-04-15,4,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,5,41.30302,-72.086122,0.25,1986-05-15,4,4,4,25,175,175,NA,16,22,22,0,2,175,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.25240384615384615,0.25240384615384615,0.25240384615384615,0.25240384615384615,-1.3378705644211255,-1.3378705644211255,-1.3378705644211255,-1.3378705644211255,1986-05-15,5,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,6,41.30302,-72.086122,0.25,1986-06-15,4,4,4,11,1000,1000,NA,16,22,22,0,2,1000,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,1.4423076923076923,1.4423076923076923,1.4423076923076923,1.4423076923076923,0.3731538032558179,0.3731538032558179,0.3731538032558179,0.3731538032558179,1986-06-15,6,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,7,41.30302,-72.086122,0.25,1986-07-15,4,4,4,10.5,630,630,NA,16,22,22,0,2,630,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.9086538461538461,0.9086538461538461,0.9086538461538461,0.9086538461538461,-0.08484589117955688,-0.08484589117955688,-0.08484589117955688,-0.08484589117955688,1986-07-15,7,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,8,41.30302,-72.086122,0.25,1986-08-15,4,4,4,9,280,280,NA,16,22,22,0,2,280,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.4038461538461538,0.4038461538461538,0.4038461538461538,0.4038461538461538,-0.8822609832878437,-0.8822609832878437,-0.8822609832878437,-0.8822609832878437,1986-08-15,8,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,9,41.30302,-72.086122,0.25,1986-09-15,4,4,4,12,320,320,NA,16,22,22,0,2,320,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.4615384615384615,-0.7517546075134167,-0.7517546075134167,-0.7517546075134167,-0.7517546075134167,1986-09-15,9,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1986,10,41.30302,-72.086122,0.25,1986-10-15,4,4,4,14,450,450,NA,16,22,22,0,2,450,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6490384615384615,0.6490384615384615,0.6490384615384615,0.6490384615384615,-0.41697338269491,-0.41697338269491,-0.41697338269491,-0.41697338269491,1986-10-15,10,1986,1986,-24.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1987,1,41.30302,-72.086122,0.25,1987-01-15,4,4,4,14.5,200,200,NA,16,22,22,0,2,200,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.28846153846153844,0.28846153846153844,0.28846153846153844,0.28846153846153844,-1.2091142038263547,-1.2091142038263547,-1.2091142038263547,-1.2091142038263547,1987-01-15,1,1987,1987,-23.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,1987,5,41.30302,-72.086122,0.25,1987-05-15,4,4,4,48,200,200,NA,16,22,22,0,2,200,stipe_density,"c(-72.086122, 41.30302)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.28846153846153844,0.28846153846153844,0.28846153846153844,0.28846153846153844,-1.2091142038263547,-1.2091142038263547,-1.2091142038263547,-1.2091142038263547,1987-05-15,5,1987,1987,-23.55294358135734,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
lis_eagan_yarish_ryan_grace,southern_New_England_Long_Island_Sound_Black_Ledge,2020,8,41.30638,-72.07107,1,2020-08-15,4.799,3.949,3.299,NA,2.5,2.5,NA,16,22,22,0,2,2.5,stipe_density,"c(-72.07107, 41.30638)",Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.0036057692307692305,0.0036057692307692305,0.0036057692307692305,0.0036057692307692305,-4.297261368046172,-4.297261368046172,-4.297261368046172,-4.297261368046172,2020-08-15,8,2020,2020,9.44705641864266,lis_eagan_yarish_ryan_grace southern_New_England_Long_Island_Sound_Black_Ledge,17
merinov_gosl,MSM,2009,7,48.683,-67.9764,9999,2009-07-26,9999,9999,9999,NA,NA,NA,91.375,34,22,22,50,4,91.375,percent_cover,"c(-67.9764, 48.683)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8669250644205326,0.7964320995639043,0.7964320995639043,0.7964320995639043,-0.1313337356191883,-0.2151355764504452,-0.2151355764504452,-0.2151355764504452,2009-07-26,7,2009,2009,-1.55294358135734,merinov_gosl MSM,10
merinov_gosl,MSM,2010,5,48.683,-67.9764,9999,2010-05-15,9999,9999,9999,NA,NA,NA,66.66666666500001,34,22,22,50,4,66.66666666500001,percent_cover,"c(-67.9764, 48.683)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6325034669576722,0.5810722112496077,0.5810722112496077,0.5810722112496077,-0.44238306618425116,-0.5258170841844881,-0.5258170841844881,-0.5258170841844881,2010-05-15,5,2010,2010,-0.55294358135734,merinov_gosl MSM,10
merinov_gosl,MSM,2010,7,48.683,-67.9764,9999,2010-07-15,9999,9999,9999,NA,NA,NA,99.33333333499999,34,22,22,50,4,99.33333333499999,percent_cover,"c(-67.9764, 48.683)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.9424301658063049,0.865797594798087,0.865797594798087,0.865797594798087,-0.04873849140787199,-0.13262027090990147,-0.13262027090990147,-0.13262027090990147,2010-07-15,7,2010,2010,-0.55294358135734,merinov_gosl MSM,10
merinov_gosl,MSM,2010,9,48.683,-67.9764,9999,2010-09-10,9999,9999,9999,NA,NA,NA,93.57142857,34,22,22,50,4,93.57142857,percent_cover,"c(-67.9764, 48.683)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8877637947028018,0.8155763536547086,0.8155763536547086,0.8155763536547086,-0.10784828013178543,-0.19167352607161464,-0.19167352607161464,-0.19167352607161464,2010-09-10,9,2010,2010,-0.55294358135734,merinov_gosl MSM,10
merinov_gosl,MSM,2011,5,48.669375,-68.03200000000001,9999,2011-05-17,9999,9999,9999,NA,NA,NA,14.3125,34,22,22,50,4,14.3125,percent_cover,"c(-68.032, 48.669375)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.13579058806587002,0.12474894035576886,0.12474894035576886,0.12474894035576886,-1.925584015223291,-2.004341933003031,-2.004341933003031,-2.004341933003031,2011-05-17,5,2011,2011,0.44705641864266,merinov_gosl MSM,10
merinov_gosl,MSM,2011,8,48.683,-67.9764,9999,2011-08-04,9999,9999,9999,NA,NA,NA,59.4,34,22,22,50,4,59.4,percent_cover,"c(-67.9764, 48.683)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.5635605890733749,0.5177353402363438,0.5177353402363438,0.5177353402363438,-0.5558917000883071,-0.6391603704958072,-0.6391603704958072,-0.6391603704958072,2011-08-04,8,2011,2011,0.44705641864266,merinov_gosl MSM,10
merinov_gosl,MSM,2011,9,48.683,-67.9764,9999,2011-09-29,9999,9999,9999,NA,NA,NA,92.9,34,22,22,50,4,92.9,percent_cover,"c(-67.9764, 48.683)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.8813935812275511,0.8097241263965714,0.8097241263965714,0.8097241263965714,-0.11496921927241786,-0.19878742655321205,-0.19878742655321205,-0.19878742655321205,2011-09-29,9,2011,2011,0.44705641864266,merinov_gosl MSM,10
merinov_gosl,MSM,2012,5,48.683,-67.9764,9999,2012-05-09,9999,9999,9999,NA,NA,NA,23.1,34,22,22,50,4,23.1,percent_cover,"c(-67.9764, 48.683)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.21916245130631248,0.2013415212030226,0.2013415212030226,0.2013415212030226,-1.473324132578425,-1.554279870100662,-1.554279870100662,-1.554279870100662,2012-05-09,5,2012,2012,1.44705641864266,merinov_gosl MSM,10
merinov_gosl,MSM,2012,7,48.683,-67.9764,9999,2012-07-07,9999,9999,9999,NA,NA,NA,71.6,34,22,22,50,4,71.6,percent_cover,"c(-67.9764, 48.683)",Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.6793087235295227,0.6240715548976804,0.6240715548976804,0.6240715548976804,-0.37206603353515266,-0.45559346829877895,-0.45559346829877895,-0.45559346829877895,2012-07-07,7,2012,2012,1.44705641864266,merinov_gosl MSM,10
