X,study_ID,Study,Site,Latitude,Longitude,max_Depth,mean_Depth,min_Depth,trajectory_ID,sample_size,sample_unit_size_sq_m,year,period,rawDate,sasDate,biomass_KG_wet_per_sq_m,Stipe_Density_num_per_sq_m,individual_per_sq_m,percent_cover,biomass_KG_wet_per_sq_m_STD,Stipe_Density_num_per_sq_m_STD,individual_per_sq_m_STD,percent_cover_STD,focalKelp,focalKelp_STD,focalUnit,elapsed,ROC,len,ECOREGION,PROVINCE,REALM,StudySite,Date,DaysSince1900,YearsSince1900,Decade,stdByECOREGION,stdByECOREGIONZ,ln_stdByECOREGION,stdByREALM,stdByREALMZ,ln_stdByREALM,stdByPROVINCE,stdByPROVINCEZ,ln_stdByPROVINCE,realLatByRealm,num_years,ProvinceSite,EcoregionSite,julian,meanjul,SiteN,StudyN,ProvinceN,EcoregionN
6097,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1985,8,9297,1985-06-15,NA,NA,15.69,7,NA,NA,NA,NA,15.69,NA,2,365,0.0693135007,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19850615,31211,85.45106091718,1980,0.892322274881517,3.45210171782069,-0.0521417460143224,0.628437917222964,2.99609589125282,-0.40273186418132,0.628437917222964,2.99609589125282,-0.40273186418132,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,5644,9113.73529411765,500,39,5,10
6098,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1986,9,9662,1986-06-15,NA,NA,8.84,10,NA,NA,NA,NA,8.84,NA,2,365,-0.57412966,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19860615,31576,86.4503764544832,1980,0.502748815165877,1.94496999270458,-0.580495772623904,0.354072096128171,1.68804892789515,-0.931085890790902,0.354072096128171,1.68804892789515,-0.931085890790902,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,6009,9113.73529411765,500,39,5,10
6099,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1987,10,10027,1987-06-15,NA,NA,12.22,11,NA,NA,NA,NA,12.22,NA,2,365,0.3240088491,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19870615,31941,87.4496919917865,1980,0.694976303317536,2.68863498991516,-0.285220649264526,0.489452603471295,2.33347940032565,-0.635810767431524,0.489452603471295,2.33347940032565,-0.635810767431524,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,6374,9113.73529411765,500,39,5,10
6100,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1988,11,10393,1988-06-15,NA,NA,14.2,24,NA,NA,NA,NA,14.2,NA,2,366,0.1498602895,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19880615,32307,88.4517453798768,1980,0.807582938388626,3.1242730652042,-0.145656055835835,0.568758344459279,2.7115718072524,-0.496246174002833,0.568758344459279,2.7115718072524,-0.496246174002833,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,6740,9113.73529411765,500,39,5,10
6101,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1989,12,10758,1989-06-15,NA,NA,13.41,15,NA,NA,NA,NA,13.41,NA,2,365,-0.057280474,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19890615,32672,89.45106091718,1980,0.762654028436019,2.95045787354847,-0.199029073676635,0.537116154873164,2.56071675600385,-0.549619191843633,0.537116154873164,2.56071675600385,-0.549619191843633,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,7105,9113.73529411765,500,39,5,10
6102,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1990,13,11123,1990-06-15,NA,NA,11.31,20,NA,NA,NA,NA,11.31,NA,2,365,-0.17043006,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19900615,33037,90.4503764544832,1990,0.643222748815166,2.48841749066616,-0.356539543491704,0.453004005340454,2.15970965774821,-0.707129661658702,0.453004005340454,2.15970965774821,-0.707129661658702,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,7470,9113.73529411765,500,39,5,10
6103,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1991,14,11488,1991-06-15,NA,NA,7.34,2,NA,NA,NA,NA,7.34,NA,2,365,-0.432644577,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19910615,33402,91.4496919917865,1990,0.417440758293839,1.61494114778865,-0.745888267317411,0.293991989319092,1.40161528628399,-1.09647838548441,0.293991989319092,1.40161528628399,-1.09647838548441,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,7835,9113.73529411765,500,39,5,10
6104,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1992,15,11854,1992-06-15,NA,NA,7.28,2,NA,NA,NA,NA,7.28,NA,2,366,-0.008191161,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19920615,33768,92.4517453798768,1990,0.414028436018957,1.60173999399201,-0.753108515290898,0.291588785046729,1.39015794061954,-1.1036986334579,0.291588785046729,1.39015794061954,-1.1036986334579,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,8201,9113.73529411765,500,39,5,10
6105,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1993,16,12219,1993-06-15,NA,NA,5.63,2,NA,NA,NA,NA,5.63,NA,2,365,-0.257197462,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19930615,34133,93.45106091718,1990,0.320189573459716,1.23870826458448,-0.975346679490295,0.225500667556742,1.07508093484725,-1.32593679765729,0.225500667556742,1.07508093484725,-1.32593679765729,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,8566,9113.73529411765,500,39,5,10
6106,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1994,17,12584,1994-06-15,NA,NA,8.72,1,NA,NA,NA,NA,8.72,NA,2,365,0.43780946,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19940615,34498,94.4503764544832,1990,0.495924170616114,1.91856768511131,-0.592765865215718,0.349265687583445,1.66513423656626,-0.943355983382716,0.349265687583445,1.66513423656626,-0.943355983382716,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,8931,9113.73529411765,500,39,5,10
6107,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1995,18,12949,1995-06-15,NA,NA,10.04,1,NA,NA,NA,NA,10.04,NA,2,365,0.1410544228,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19950615,34863,95.4496919917865,1990,0.570995260663507,2.20899306863733,-0.465426442839117,0.402136181575434,1.91719584118409,-0.816016561006115,0.402136181575434,1.91719584118409,-0.816016561006115,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,9296,9113.73529411765,500,39,5,10
6108,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1996,19,13315,1996-06-15,NA,NA,8.15,1,NA,NA,NA,NA,8.15,NA,2,366,-0.208131812,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19960615,35229,96.4517453798768,1990,0.463507109004739,1.79315672404325,-0.653197604400636,0.326435246995995,1.55628945275402,-1.00378772256763,0.326435246995995,1.55628945275402,-1.00378772256763,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,9662,9113.73529411765,500,39,5,10
6109,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1997,20,13680,1997-06-15,NA,NA,16.1,2,NA,NA,NA,NA,16.1,NA,2,365,0.681267647,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19970615,35594,97.45106091718,1990,0.91563981042654,3.54230960209772,-0.0278730201794519,0.644859813084112,3.07438775329321,-0.37846313834645,0.644859813084112,3.07438775329321,-0.37846313834645,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,10027,9113.73529411765,500,39,5,10
6110,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1998,21,14045,1998-06-15,NA,NA,16.24,2,NA,NA,NA,NA,16.24,NA,2,365,0.0086639929,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19980615,35959,98.4503764544832,1990,0.923601895734597,3.57311229428987,-0.0197192184525191,0.650467289719626,3.10112155984359,-0.370309336619517,0.650467289719626,3.10112155984359,-0.370309336619517,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,10392,9113.73529411765,500,39,5,10
6111,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,1999,22,14410,1999-06-15,NA,NA,16.18,2,NA,NA,NA,NA,16.18,NA,2,365,-0.003703958,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,19990615,36324,99.4496919917865,1990,0.920189573459716,3.55991114049323,-0.0232055671319568,0.648064085447263,3.08966421417914,-0.373795685298955,0.648064085447263,3.08966421417914,-0.373795685298955,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,10757,9113.73529411765,500,39,5,10
6112,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2000,23,14776,2000-06-15,NA,NA,11.1,2,NA,NA,NA,NA,11.1,NA,2,366,-0.376058609,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20000615,36690,100.451745379877,2000,0.631279620853081,2.44221345237793,-0.373746031085371,0.444592790387183,2.11960894792265,-0.724336149252369,0.444592790387183,2.11960894792265,-0.724336149252369,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,11123,9113.73529411765,500,39,5,10
6113,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2001,24,15141,2001-06-15,NA,NA,7.5,0,NA,NA,NA,NA,7.5,NA,2,365,-0.39231061,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20010615,37055,101.45106091718,2000,0.42654028436019,1.65014422457968,-0.726885320191795,0.300400534045394,1.43216820805584,-1.07747543835879,0.300400534045394,1.43216820805584,-1.07747543835879,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,11488,9113.73529411765,500,39,5,10
6114,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2002,25,15506,2002-06-15,NA,NA,5.66,0,NA,NA,NA,NA,5.66,NA,2,365,-0.281671922,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20020615,37420,102.450376454483,2000,0.321895734597156,1.2453088414828,-0.970831999135768,0.226702269692924,1.08080960767948,-1.32142211730277,0.226702269692924,1.08080960767948,-1.32142211730277,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,11853,9113.73529411765,500,39,5,10
6115,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2003,26,15871,2003-06-15,NA,NA,6.03,0,NA,NA,NA,NA,6.03,NA,2,365,0.0633664905,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20030615,37785,103.449691991786,2000,0.342938388625592,1.32671595656206,-0.916764777865492,0.241522029372497,1.1514632392769,-1.26735489603249,0.241522029372497,1.1514632392769,-1.26735489603249,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,12218,9113.73529411765,500,39,5,10
6116,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2004,27,16237,2004-06-15,NA,NA,10.77,0,NA,NA,NA,NA,10.77,NA,2,366,0.57882892,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20040615,38151,104.451745379877,2000,0.612511848341232,2.36960710649642,-0.401397562415881,0.431375166889186,2.05659354676819,-0.751987680582879,0.431375166889186,2.05659354676819,-0.751987680582879,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,12584,9113.73529411765,500,39,5,10
6117,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2005,28,16602,2005-06-15,NA,NA,11.39,0,NA,NA,NA,NA,11.39,NA,2,365,0.0560096228,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20050615,38516,105.45106091718,2000,0.647772511848341,2.50601902906168,-0.350061788047015,0.456208277703605,2.17498611863414,-0.700651906214013,0.456208277703605,2.17498611863414,-0.700651906214013,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,12949,9113.73529411765,500,39,5,10
6118,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2006,29,16967,2006-06-15,NA,NA,9.4,0,NA,NA,NA,NA,9.4,NA,2,365,-0.192157613,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20060615,38881,106.450376454483,2000,0.534597156398104,2.0681807614732,-0.525145677540739,0.376502002670227,1.79498415409666,-0.875735795707737,0.376502002670227,1.79498415409666,-0.875735795707737,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,13314,9113.73529411765,500,39,5,10
6119,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2007,30,17332,2007-06-15,NA,NA,7.53,0,NA,NA,NA,NA,7.53,NA,2,365,-0.221966575,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20070615,39246,107.449691991786,2000,0.42824644549763,1.656744801478,-0.723362122184478,0.301602136181575,1.43789688088807,-1.07395224035148,0.301602136181575,1.43789688088807,-1.07395224035148,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,13679,9113.73529411765,500,39,5,10
6120,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2008,31,17698,2008-06-15,NA,NA,8.02,0,NA,NA,NA,NA,8.02,NA,2,366,0.0629141928,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20080615,39612,108.451745379877,2000,0.456113744075829,1.76455422415054,-0.667507149613534,0.321228304405875,1.53146520381438,-1.01809726778053,0.321228304405875,1.53146520381438,-1.01809726778053,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,14045,9113.73529411765,500,39,5,10
6121,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2009,32,18063,2009-06-15,NA,NA,10.15,0,NA,NA,NA,NA,10.15,NA,2,365,0.2356966091,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20090615,39977,109.45106091718,2000,0.577251184834123,2.23319518393117,-0.455511985781938,0.406542056074766,1.93820097490224,-0.806102103948936,0.406542056074766,1.93820097490224,-0.806102103948936,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,14410,9113.73529411765,500,39,5,10
6122,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2010,33,18428,2010-06-15,NA,NA,8.4,0,NA,NA,NA,NA,8.4,NA,2,365,-0.189371617,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20100615,40342,110.450376454483,2010,0.477725118483412,1.84816153152924,-0.626241794412108,0.336448598130841,1.60402839302254,-0.976831912579106,0.336448598130841,1.60402839302254,-0.976831912579106,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,14775,9113.73529411765,500,39,5,10
6123,13,Normandeau,Seabrook Station B19,42.892011,-70.808254,12.2,12.2,12.2,61,1,1,2011,34,18793,2011-06-15,NA,NA,6.66,0,NA,NA,NA,NA,6.66,NA,2,365,-0.232271202,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B19-13-61,20110615,40707,111.449691991786,2010,0.378767772511848,1.46532807142676,-0.830939499935566,0.26675567423231,1.27176536875359,-1.18152961810256,0.26675567423231,1.27176536875359,-1.18152961810256,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B19,Gulf of Maine/Bay of Fundy:Seabrook Station B19,15140,9113.73529411765,500,39,5,10
6124,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1978,1,6740,1978-06-15,NA,NA,5.52,NA,NA,NA,NA,NA,5.52,NA,2,NA,NA,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19780615,28654,78.4503764544832,1970,0.3139336492891,1.21450614929065,-0.992077107749505,0.22109479305741,1.0540758011291,-1.3426672259165,0.22109479305741,1.0540758011291,-1.3426672259165,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,3087,9113.73529411765,501,39,5,10
6125,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1979,2,7105,1979-06-15,NA,NA,12.36,NA,NA,NA,NA,NA,12.36,NA,2,365,0.8066397065,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19790615,29019,79.4496919917865,1970,0.702938388625592,2.71943768210732,-0.274686315579566,0.495060080106809,2.36021320687603,-0.625276433746564,0.495060080106809,2.36021320687603,-0.625276433746564,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,3452,9113.73529411765,501,39,5,10
6126,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1980,3,7471,1980-06-15,NA,NA,17.01,NA,NA,NA,NA,NA,17.01,NA,2,366,0.3186815774,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19800615,29385,80.4517453798768,1980,0.96739336492891,3.74252710134672,0.0239756754997986,0.681308411214953,3.24815749587065,-0.326614442667199,0.681308411214953,3.24815749587065,-0.326614442667199,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,3818,9113.73529411765,501,39,5,10
6127,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1981,4,7836,1981-06-15,NA,NA,14.65,NA,NA,NA,NA,NA,14.65,NA,2,365,-0.149463373,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19810615,29750,81.45106091718,1980,0.833175355450237,3.22328171867898,-0.116480566701904,0.586782376502003,2.79750189973575,-0.467070684868902,0.586782376502003,2.79750189973575,-0.467070684868902,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,4183,9113.73529411765,501,39,5,10
6128,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1982,5,8201,1982-06-15,NA,NA,13.23,NA,NA,NA,NA,NA,13.23,NA,2,365,-0.102023188,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19820615,30115,82.4503764544832,1980,0.752417061611374,2.91085441215856,-0.211599071586305,0.529906542056075,2.52634471901051,-0.562189189753303,0.529906542056075,2.52634471901051,-0.562189189753303,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,4548,9113.73529411765,501,39,5,10
6129,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1983,6,8566,1983-06-15,NA,NA,12.18,NA,NA,NA,NA,NA,12.18,NA,2,365,-0.082748354,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19830615,30480,83.4496919917865,1980,0.692701421800948,2.6798342207174,-0.288250954613705,0.48785046728972,2.32584116988269,-0.638841072780703,0.48785046728972,2.32584116988269,-0.638841072780703,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,4913,9113.73529411765,501,39,5,10
6130,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1984,7,8932,1984-06-15,NA,NA,8.79,NA,NA,NA,NA,NA,8.79,NA,2,366,-0.325512148,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19840615,30846,84.4517453798768,1980,0.499905213270142,1.93396903120739,-0.585590027145647,0.352069425901202,1.67850113984145,-0.936180145312645,0.352069425901202,1.67850113984145,-0.936180145312645,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,5279,9113.73529411765,501,39,5,10
6131,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1985,8,9297,1985-06-15,NA,NA,10.17,52,NA,NA,NA,NA,10.17,NA,2,365,0.1459273802,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19850615,31211,85.45106091718,1980,0.578388625592417,2.23759556853005,-0.453719870606957,0.407343124165554,1.94202009012372,-0.804309988773955,0.407343124165554,1.94202009012372,-0.804309988773955,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,5644,9113.73529411765,501,39,5,10
6132,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1986,9,9662,1986-06-15,NA,NA,6.94,45,NA,NA,NA,NA,6.94,NA,2,365,-0.382402176,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19860615,31576,86.4503764544832,1980,0.394691943127962,1.52693345581107,-0.795038208429022,0.277970627503338,1.32523298185434,-1.14562832659602,0.277970627503338,1.32523298185434,-1.14562832659602,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,6009,9113.73529411765,501,39,5,10
6133,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1987,10,10027,1987-06-15,NA,NA,7.13,29,NA,NA,NA,NA,7.13,NA,2,365,0.0270279595,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19870615,31941,87.4496919917865,1980,0.405497630331754,1.56873710950042,-0.771390560128347,0.285580774365821,1.36151457645842,-1.12198067829534,0.285580774365821,1.36151457645842,-1.12198067829534,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,6374,9113.73529411765,501,39,5,10
6134,13,Normandeau,Seabrook Station B31,42.892011,-70.808254,9.4,9.4,9.4,62,1,1,1988,11,10393,1988-06-15,NA,NA,9.17,39,NA,NA,NA,NA,9.17,NA,2,366,0.2511104247,34,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Normandeau-Seabrook Station B31-13-62,19880615,32307,88.4517453798768,1980,0.521516587677725,2.01757633858609,-0.547509273627597,0.367289719626168,1.75106432904961,-0.898099391794596,0.367289719626168,1.75106432904961,-0.898099391794596,1.588991,33,Cold Temperate Northwest Atlantic:Seabrook Station B31,Gulf of Maine/Bay of Fundy:Seabrook Station B31,6740,9113.73529411765,501,39,5,10
